id,county,state,total population,black american population,percent of total population
1001,Autauga County,Alabama,55869,11237,0.201131218
1003,Baldwin County,Alabama,223234,19593,0.087768888
1005,Barbour County,Alabama,24686,11906,0.482297659
1007,Bibb County,Alabama,22394,4763,0.212690899
1009,Blount County,Alabama,57826,978,0.016912807
1011,Bullock County,Alabama,10101,7097,0.702603703
1013,Butler County,Alabama,19448,8747,0.449763472
1015,Calhoun County,Alabama,113605,24213,0.213133225
1017,Chambers County,Alabama,33254,13365,0.401906538
1019,Cherokee County,Alabama,26196,1073,0.040960452
1021,Chilton County,Alabama,44428,4596,0.103448276
1023,Choctaw County,Alabama,12589,5255,0.417427913
1025,Clarke County,Alabama,23622,10635,0.4502159
1027,Clay County,Alabama,13235,1824,0.137816396
1029,Cleburne County,Alabama,14910,424,0.02843729
1031,Coffee County,Alabama,52342,9216,0.176072752
1033,Colbert County,Alabama,55241,8959,0.162180265
1035,Conecuh County,Alabama,12067,5560,0.460760752
1037,Coosa County,Alabama,10663,3294,0.308918691
1039,Covington County,Alabama,37049,4638,0.125185565
1041,Crenshaw County,Alabama,13772,3289,0.238817891
1043,Cullman County,Alabama,83768,1156,0.013800019
1045,Dale County,Alabama,49172,10314,0.209753518
1047,Dallas County,Alabama,37196,26300,0.707065276
1049,DeKalb County,Alabama,71513,1340,0.018737852
1051,Elmore County,Alabama,81209,17179,0.211540593
1053,Escambia County,Alabama,36633,11450,0.312559714
1055,Etowah County,Alabama,102268,16102,0.157449055
1057,Fayette County,Alabama,16302,1901,0.116611459
1059,Franklin County,Alabama,31362,1373,0.043779096
1061,Geneva County,Alabama,26271,2445,0.093068402
1063,Greene County,Alabama,8111,6482,0.799161632
1065,Hale County,Alabama,14651,8500,0.580165176
1067,Henry County,Alabama,17205,4454,0.258878233
1069,Houston County,Alabama,105882,28976,0.273663134
1071,Jackson County,Alabama,51626,1803,0.034924263
1073,Jefferson County,Alabama,658573,286261,0.434668594
1075,Lamar County,Alabama,13805,1426,0.103295907
1077,Lauderdale County,Alabama,92729,9289,0.100173624
1079,Lawrence County,Alabama,32924,3582,0.108796015
1081,Lee County,Alabama,164542,37738,0.229351776
1083,Limestone County,Alabama,98915,13762,0.139129556
1085,Lowndes County,Alabama,9726,7043,0.724141476
1087,Macon County,Alabama,18068,14522,0.803741421
1089,Madison County,Alabama,372909,92709,0.248610251
1091,Marengo County,Alabama,18863,9738,0.516248741
1093,Marion County,Alabama,29709,1147,0.038607829
1095,Marshall County,Alabama,96774,3078,0.031806064
1097,Mobile County,Alabama,413210,149709,0.362307301
1099,Monroe County,Alabama,20733,8496,0.409781508
1101,Montgomery County,Alabama,226486,134356,0.59321989
1103,Morgan County,Alabama,119679,15665,0.130891802
1105,Perry County,Alabama,8923,6063,0.679479996
1107,Pickens County,Alabama,19930,7965,0.399648771
1109,Pike County,Alabama,33114,12529,0.378359606
1111,Randolph County,Alabama,22722,4370,0.192324619
1113,Russell County,Alabama,57961,26364,0.454857577
1115,St. Clair County,Alabama,89512,8650,0.096635088
1117,Shelby County,Alabama,217702,28997,0.133195837
1119,Sumter County,Alabama,12427,8873,0.714009817
1121,Talladega County,Alabama,79978,26411,0.330228313
1123,Tallapoosa County,Alabama,40367,10901,0.270047316
1125,Tuscaloosa County,Alabama,209355,67865,0.324162308
1127,Walker County,Alabama,63521,3934,0.061932274
1129,Washington County,Alabama,16326,3804,0.233002573
1131,Wilcox County,Alabama,10373,7371,0.710594813
1133,Winston County,Alabama,23629,236,0.009987727
2013,Aleutians East Borough,Alaska,3337,340,0.101887923
2016,Aleutians West Census Area,Alaska,5634,398,0.070642528
2020,Anchorage Municipality,Alaska,288000,17195,0.059704861
2050,Bethel Census Area,Alaska,18386,175,0.009518112
2060,Bristol Bay Borough,Alaska,836,7,0.008373206
2068,Denali Borough,Alaska,2097,43,0.020505484
2070,Dillingham Census Area,Alaska,4916,40,0.008136697
2090,Fairbanks North Star Borough,Alaska,96849,5148,0.053154911
2100,Haines Borough,Alaska,2530,15,0.005928854
2105,Hoonah-Angoon Census Area,Alaska,2148,47,0.021880819
2110,Juneau City and Borough,Alaska,31974,473,0.01479327
2122,Kenai Peninsula Borough,Alaska,58708,474,0.008073857
2130,Ketchikan Gateway Borough,Alaska,13901,150,0.010790591
2150,Kodiak Island Borough,Alaska,12998,169,0.013002
2158,Kusilvak Census Area,Alaska,8314,78,0.009381766
2164,Lake and Peninsula Borough,Alaska,1592,20,0.012562814
2170,Matanuska-Susitna Borough,Alaska,108317,1448,0.013368169
2180,Nome Census Area,Alaska,10004,86,0.008596561
2185,North Slope Borough,Alaska,9832,161,0.016375102
2188,Northwest Arctic Borough,Alaska,7621,135,0.017714211
2195,Petersburg Borough,Alaska,3266,58,0.017758726
2198,Prince of Wales-Hyder Census Area,Alaska,6203,38,0.006126068
2220,Sitka City and Borough,Alaska,8493,82,0.00965501
2230,Skagway Municipality,Alaska,1183,10,0.008453085
2240,Southeast Fairbanks Census Area,Alaska,6893,146,0.021180908
2261,Valdez-Cordova Census Area,Alaska,9202,94,0.010215171
2275,Wrangell City and Borough,Alaska,2502,15,0.005995204
2282,Yakutat City and Borough,Alaska,579,12,0.020725389
2290,Yukon-Koyukuk Census Area,Alaska,5230,51,0.009751434
4001,Apache County,Arizona,71887,404,0.005619931
4003,Cochise County,Arizona,125922,5676,0.045075523
4005,Coconino County,Arizona,143476,2180,0.015194179
4007,Gila County,Arizona,54018,441,0.008163945
4009,Graham County,Arizona,38837,730,0.018796508
4011,Greenlee County,Arizona,9498,202,0.021267635
4012,La Paz County,Arizona,21108,254,0.012033352
4013,Maricopa County,Arizona,4485414,286319,0.06383335
4015,Mohave County,Arizona,212181,2803,0.013210419
4017,Navajo County,Arizona,110924,1109,0.009997836
4019,Pima County,Arizona,1047279,43874,0.041893325
4021,Pinal County,Arizona,462789,24775,0.053534116
4023,Santa Cruz County,Arizona,46498,460,0.009892899
4025,Yavapai County,Arizona,235099,2124,0.009034492
4027,Yuma County,Arizona,213787,5646,0.026409464
5001,Arkansas County,Arkansas,17486,4387,0.250886423
5003,Ashley County,Arkansas,19657,4853,0.246884062
5005,Baxter County,Arkansas,41932,196,0.004674234
5007,Benton County,Arkansas,279141,5753,0.020609656
5009,Boone County,Arkansas,37432,178,0.00475529
5011,Bradley County,Arkansas,10763,2944,0.273529685
5013,Calhoun County,Arkansas,5189,1099,0.21179418
5015,Carroll County,Arkansas,28380,238,0.008386187
5017,Chicot County,Arkansas,10118,5525,0.546056533
5019,Clark County,Arkansas,22320,5492,0.246057348
5021,Clay County,Arkansas,14551,124,0.008521751
5023,Cleburne County,Arkansas,24919,117,0.004695212
5025,Cleveland County,Arkansas,7956,918,0.115384615
5027,Columbia County,Arkansas,23457,8361,0.356439442
5029,Conway County,Arkansas,20846,2381,0.114218555
5031,Craighead County,Arkansas,110332,18509,0.167757314
5033,Crawford County,Arkansas,63257,1099,0.017373571
5035,Crittenden County,Arkansas,47955,26147,0.545240329
5037,Cross County,Arkansas,16419,3805,0.231743712
5039,Dallas County,Arkansas,7009,2839,0.405050649
5041,Desha County,Arkansas,11361,5442,0.47900713
5043,Drew County,Arkansas,18219,5120,0.281025303
5045,Faulkner County,Arkansas,126007,15376,0.122024967
5047,Franklin County,Arkansas,17715,164,0.009257691
5049,Fulton County,Arkansas,12477,88,0.007052977
5051,Garland County,Arkansas,99386,8699,0.087527418
5053,Grant County,Arkansas,18265,491,0.026882015
5055,Greene County,Arkansas,45325,825,0.018201875
5057,Hempstead County,Arkansas,21532,6557,0.3045235
5059,Hot Spring County,Arkansas,33771,3827,0.113322081
5061,Howard County,Arkansas,13202,2783,0.210801394
5063,Independence County,Arkansas,37825,930,0.024586913
5065,Izard County,Arkansas,13629,294,0.021571649
5067,Jackson County,Arkansas,16719,2904,0.173694599
5069,Jefferson County,Arkansas,66824,38354,0.573955465
5071,Johnson County,Arkansas,26578,583,0.021935435
5073,Lafayette County,Arkansas,6624,2404,0.362922705
5075,Lawrence County,Arkansas,16406,199,0.012129709
5077,Lee County,Arkansas,8857,4817,0.543863611
5079,Lincoln County,Arkansas,13024,3911,0.300291769
5081,Little River County,Arkansas,12259,2434,0.198548006
5083,Logan County,Arkansas,21466,318,0.014814125
5085,Lonoke County,Arkansas,73309,4652,0.06345742
5087,Madison County,Arkansas,16576,151,0.009109556
5089,Marion County,Arkansas,16694,101,0.006050078
5091,Miller County,Arkansas,43257,10975,0.253716162
5093,Mississippi County,Arkansas,40651,14478,0.3561536
5095,Monroe County,Arkansas,6701,2692,0.401731085
5097,Montgomery County,Arkansas,8986,72,0.008012464
5099,Nevada County,Arkansas,8252,2546,0.308531265
5101,Newton County,Arkansas,7753,38,0.004901329
5103,Ouachita County,Arkansas,23382,9387,0.401462664
5105,Perry County,Arkansas,10455,212,0.020277379
5107,Phillips County,Arkansas,17782,11074,0.622764593
5109,Pike County,Arkansas,10718,371,0.034614667
5111,Poinsett County,Arkansas,23528,1958,0.083219993
5113,Polk County,Arkansas,19964,124,0.00621118
5115,Pope County,Arkansas,64072,2137,0.033353103
5117,Prairie County,Arkansas,8062,920,0.114115604
5119,Pulaski County,Arkansas,391911,148345,0.378517061
5121,Randolph County,Arkansas,17958,212,0.011805324
5123,St. Francis County,Arkansas,24994,13207,0.528406818
5125,Saline County,Arkansas,122437,10321,0.084296414
5127,Scott County,Arkansas,10281,68,0.006614143
5129,Searcy County,Arkansas,7881,40,0.005075498
5131,Sebastian County,Arkansas,127827,8944,0.069969568
5133,Sevier County,Arkansas,17007,714,0.041982713
5135,Sharp County,Arkansas,17442,178,0.010205252
5137,Stone County,Arkansas,12506,56,0.004477851
5139,Union County,Arkansas,38682,12765,0.329998449
5141,Van Buren County,Arkansas,16545,102,0.006165005
5143,Washington County,Arkansas,239187,8974,0.037518761
5145,White County,Arkansas,78753,3640,0.046220461
5147,Woodruff County,Arkansas,6320,1653,0.261550633
5149,Yell County,Arkansas,21341,456,0.021367321
6001,Alameda County,California,1671329,184368,0.110312213
6003,Alpine County,California,1129,4,0.003542958
6005,Amador County,California,39752,1066,0.026816261
6007,Butte County,California,219186,4158,0.01897019
6009,Calaveras County,California,45905,498,0.010848491
6011,Colusa County,California,21547,282,0.013087669
6013,Contra Costa County,California,1153526,110064,0.095415275
6015,Del Norte County,California,27812,980,0.035236589
6017,El Dorado County,California,192843,2000,0.010371131
6019,Fresno County,California,999101,57976,0.058028167
6021,Glenn County,California,28393,377,0.013277921
6023,Humboldt County,California,135558,2018,0.014886617
6025,Imperial County,California,181215,6009,0.033159507
6027,Inyo County,California,18039,219,0.012140363
6029,Kern County,California,900202,56282,0.062521523
6031,Kings County,California,152940,11417,0.07465019
6033,Lake County,California,64386,1351,0.020982822
6035,Lassen County,California,30573,2569,0.084028391
6037,Los Angeles County,California,10039107,899166,0.089566333
6039,Madera County,California,157327,6555,0.041664813
6041,Marin County,California,258826,7355,0.028416774
6043,Mariposa County,California,17203,227,0.013195373
6045,Mendocino County,California,86749,986,0.011366125
6047,Merced County,California,277680,10937,0.039387064
6049,Modoc County,California,8841,127,0.014364891
6051,Mono County,California,14444,118,0.008169482
6053,Monterey County,California,434061,14970,0.03448824
6055,Napa County,California,137744,3388,0.024596353
6057,Nevada County,California,99755,631,0.006325497
6059,Orange County,California,3175692,68041,0.021425566
6061,Placer County,California,398329,7752,0.0194613
6063,Plumas County,California,18807,202,0.010740682
6065,Riverside County,California,2470546,179596,0.072694862
6067,Sacramento County,California,1552058,168581,0.108617719
6069,San Benito County,California,62808,1033,0.016446949
6071,San Bernardino County,California,2180085,204454,0.093782582
6073,San Diego County,California,3338330,184518,0.055272546
6075,San Francisco County,California,881549,49015,0.055600993
6077,San Joaquin County,California,762148,63247,0.082985194
6079,San Luis Obispo County,California,283111,5726,0.020225283
6081,San Mateo County,California,766573,21219,0.027680338
6083,Santa Barbara County,California,446499,10897,0.02440543
6085,Santa Clara County,California,1927852,54630,0.028337238
6087,Santa Cruz County,California,273213,4024,0.014728435
6089,Shasta County,California,180080,2243,0.012455575
6091,Sierra County,California,3005,21,0.006988353
6093,Siskiyou County,California,43539,666,0.015296631
6095,Solano County,California,447643,66123,0.147713691
6097,Sonoma County,California,494336,10244,0.020722747
6099,Stanislaus County,California,550660,19361,0.035159627
6101,Sutter County,California,96971,2663,0.027461818
6103,Tehama County,California,65084,696,0.010693873
6105,Trinity County,California,12285,93,0.007570208
6107,Tulare County,California,466195,10176,0.021827776
6109,Tuolumne County,California,54478,1097,0.020136569
6111,Ventura County,California,846006,20273,0.023963187
6113,Yolo County,California,220500,6564,0.029768707
6115,Yuba County,California,78668,3504,0.044541618
8001,Adams County,Colorado,517421,20844,0.040284411
8003,Alamosa County,Colorado,16233,298,0.018357666
8005,Arapahoe County,Colorado,656590,75427,0.114876864
8007,Archuleta County,Colorado,14029,101,0.007199373
8009,Baca County,Colorado,3581,41,0.011449316
8011,Bent County,Colorado,5577,405,0.072619688
8013,Boulder County,Colorado,326196,3945,0.012093956
8014,Broomfield County,Colorado,70465,1056,0.014986163
8015,Chaffee County,Colorado,20356,375,0.018422087
8017,Cheyenne County,Colorado,1831,14,0.007646095
8019,Clear Creek County,Colorado,9700,98,0.010103093
8021,Conejos County,Colorado,8205,81,0.009872029
8023,Costilla County,Colorado,3887,82,0.021095961
8025,Crowley County,Colorado,6061,649,0.10707804
8027,Custer County,Colorado,5068,81,0.015982636
8029,Delta County,Colorado,31162,270,0.008664399
8031,Denver County,Colorado,727211,70981,0.097607159
8033,Dolores County,Colorado,2055,9,0.004379562
8035,Douglas County,Colorado,351154,5854,0.016670748
8037,Eagle County,Colorado,55127,837,0.015183123
8039,Elbert County,Colorado,26729,366,0.013692993
8041,El Paso County,Colorado,720403,49448,0.068639359
8043,Fremont County,Colorado,47839,1893,0.039570225
8045,Garfield County,Colorado,60061,751,0.012503954
8047,Gilpin County,Colorado,6243,81,0.012974531
8049,Grand County,Colorado,15734,163,0.010359731
8051,Gunnison County,Colorado,17462,105,0.006013057
8053,Hinsdale County,Colorado,820,12,0.014634146
8055,Huerfano County,Colorado,6897,97,0.014064086
8057,Jackson County,Colorado,1392,1,0.000718391
8059,Jefferson County,Colorado,582881,8525,0.014625627
8061,Kiowa County,Colorado,1406,9,0.006401138
8063,Kit Carson County,Colorado,7097,62,0.008736086
8065,Lake County,Colorado,8127,78,0.009597638
8067,La Plata County,Colorado,56221,387,0.006883549
8069,Larimer County,Colorado,356899,4320,0.012104265
8071,Las Animas County,Colorado,14506,321,0.022128774
8073,Lincoln County,Colorado,5701,315,0.055253464
8075,Logan County,Colorado,22409,1016,0.045338926
8077,Mesa County,Colorado,154210,1462,0.009480578
8079,Mineral County,Colorado,769,2,0.00260078
8081,Moffat County,Colorado,13283,109,0.008205978
8083,Montezuma County,Colorado,26183,131,0.005003246
8085,Montrose County,Colorado,42758,322,0.007530754
8087,Morgan County,Colorado,29068,1227,0.042211366
8089,Otero County,Colorado,18278,312,0.017069701
8091,Ouray County,Colorado,4952,4,0.000807754
8093,Park County,Colorado,18845,168,0.008914832
8095,Phillips County,Colorado,4265,48,0.011254396
8097,Pitkin County,Colorado,17767,201,0.011313109
8099,Prowers County,Colorado,12172,121,0.009940848
8101,Pueblo County,Colorado,168424,4374,0.025970171
8103,Rio Blanco County,Colorado,6324,78,0.012333966
8105,Rio Grande County,Colorado,11267,120,0.010650572
8107,Routt County,Colorado,25638,271,0.010570247
8109,Saguache County,Colorado,6824,83,0.012162954
8111,San Juan County,Colorado,728,2,0.002747253
8113,San Miguel County,Colorado,8179,76,0.009292089
8115,Sedgwick County,Colorado,2248,21,0.009341637
8117,Summit County,Colorado,31011,436,0.014059527
8119,Teller County,Colorado,25388,246,0.009689617
8121,Washington County,Colorado,4908,58,0.011817441
8123,Weld County,Colorado,324492,5147,0.015861716
8125,Yuma County,Colorado,10019,62,0.006188242
9001,Fairfield County,Connecticut,943332,121997,0.129325624
9003,Hartford County,Connecticut,891720,141117,0.15825259
9005,Litchfield County,Connecticut,180333,4347,0.024105405
9007,Middlesex County,Connecticut,162436,9059,0.055769657
9009,New Haven County,Connecticut,854757,129807,0.151864214
9011,New London County,Connecticut,265206,18545,0.069926774
9013,Tolland County,Connecticut,150721,5952,0.039490184
9015,Windham County,Connecticut,116782,3761,0.032205306
10001,Kent County,Delaware,180786,49379,0.273135088
10003,New Castle County,Delaware,558753,147636,0.264224085
10005,Sussex County,Delaware,234225,28529,0.121801686
11001,District of Columbia,District of Columbia,705749,324484,0.459772525
12001,Alachua County,Florida,269043,55505,0.206305312
12003,Baker County,Florida,29210,4156,0.142280041
12005,Bay County,Florida,174705,19661,0.112538279
12007,Bradford County,Florida,28201,5801,0.205701925
12009,Brevard County,Florida,601942,65069,0.108098455
12011,Broward County,Florida,1952778,590077,0.302173109
12013,Calhoun County,Florida,14105,1759,0.124707551
12015,Charlotte County,Florida,188910,11099,0.058752845
12017,Citrus County,Florida,149657,4753,0.03175929
12019,Clay County,Florida,219252,27671,0.126206374
12021,Collier County,Florida,384902,28156,0.073151088
12023,Columbia County,Florida,71686,13390,0.18678682
12027,DeSoto County,Florida,38001,4826,0.126996658
12029,Dixie County,Florida,16826,1642,0.097587068
12031,Duval County,Florida,957755,294937,0.307946187
12033,Escambia County,Florida,318316,74067,0.232683874
12035,Flagler County,Florida,115081,12493,0.10855832
12037,Franklin County,Florida,12125,1608,0.132618557
12039,Gadsden County,Florida,45660,25340,0.554971529
12041,Gilchrist County,Florida,18582,1053,0.056667743
12043,Glades County,Florida,13811,1888,0.136702628
12045,Gulf County,Florida,13639,1543,0.113131461
12047,Hamilton County,Florida,14428,4789,0.331924037
12049,Hardee County,Florida,26937,2036,0.07558377
12051,Hendry County,Florida,42022,4969,0.118247585
12053,Hernando County,Florida,193920,11783,0.06076217
12055,Highlands County,Florida,106221,11165,0.105111042
12057,Hillsborough County,Florida,1471968,264295,0.179552137
12059,Holmes County,Florida,19617,1324,0.067492481
12061,Indian River County,Florida,159923,15360,0.096046222
12063,Jackson County,Florida,46414,12206,0.262980997
12065,Jefferson County,Florida,14246,4778,0.335392391
12067,Lafayette County,Florida,8422,1069,0.12692947
12069,Lake County,Florida,367118,42124,0.114742399
12071,Lee County,Florida,770577,69979,0.090813767
12073,Leon County,Florida,293582,93994,0.32016268
12075,Levy County,Florida,41503,3863,0.093077609
12077,Liberty County,Florida,8354,1648,0.197270768
12079,Madison County,Florida,18493,6998,0.378413454
12081,Manatee County,Florida,403253,37325,0.092559758
12083,Marion County,Florida,365579,49398,0.135122641
12085,Martin County,Florida,161000,9151,0.056838509
12086,Miami-Dade County,Florida,2716940,481760,0.177317129
12087,Monroe County,Florida,74228,5254,0.070781915
12089,Nassau County,Florida,88625,5380,0.060705219
12091,Okaloosa County,Florida,210738,22070,0.104727197
12093,Okeechobee County,Florida,42168,3779,0.08961772
12095,Orange County,Florida,1393452,317206,0.227640421
12097,Osceola County,Florida,375751,52841,0.140627703
12099,Palm Beach County,Florida,1496770,296791,0.198287646
12101,Pasco County,Florida,553947,37217,0.067185128
12103,Pinellas County,Florida,974996,108159,0.110932763
12105,Polk County,Florida,724777,117598,0.162254045
12107,Putnam County,Florida,74521,12246,0.164329518
12109,St. Johns County,Florida,264672,14709,0.055574447
12111,St. Lucie County,Florida,328297,70412,0.214476526
12113,Santa Rosa County,Florida,184313,11991,0.065057809
12115,Sarasota County,Florida,433742,20543,0.047362257
12117,Seminole County,Florida,471826,61603,0.130562962
12119,Sumter County,Florida,132420,9697,0.073229119
12121,Suwannee County,Florida,44417,5601,0.126100367
12123,Taylor County,Florida,21569,4293,0.199035653
12125,Union County,Florida,15237,3443,0.225963116
12127,Volusia County,Florida,553284,63732,0.115188583
12129,Wakulla County,Florida,33739,4691,0.139037909
12131,Walton County,Florida,74071,3898,0.052625184
12133,Washington County,Florida,25473,3853,0.151258195
13001,Appling County,Georgia,18386,3595,0.195529207
13003,Atkinson County,Georgia,8165,1418,0.173668096
13005,Bacon County,Georgia,11164,1810,0.162128269
13007,Baker County,Georgia,3038,1338,0.44042133
13009,Baldwin County,Georgia,44890,19061,0.424615727
13011,Banks County,Georgia,19234,549,0.028543205
13013,Barrow County,Georgia,83240,10725,0.128844306
13015,Bartow County,Georgia,107738,12224,0.113460432
13017,Ben Hill County,Georgia,16700,6181,0.37011976
13019,Berrien County,Georgia,19397,2164,0.111563644
13021,Bibb County,Georgia,153159,85466,0.558021403
13023,Bleckley County,Georgia,12873,3463,0.269012662
13025,Brantley County,Georgia,19109,758,0.039667173
13027,Brooks County,Georgia,15457,5446,0.352332277
13029,Bryan County,Georgia,39627,6016,0.151815681
13031,Bulloch County,Georgia,79608,23557,0.295912471
13033,Burke County,Georgia,22383,10502,0.469195371
13035,Butts County,Georgia,24936,7199,0.28869907
13037,Calhoun County,Georgia,6189,3766,0.60849895
13039,Camden County,Georgia,54666,10492,0.19192917
13043,Candler County,Georgia,10803,2691,0.249097473
13045,Carroll County,Georgia,119992,23610,0.196763118
13047,Catoosa County,Georgia,67580,1973,0.029195028
13049,Charlton County,Georgia,13392,4038,0.301523297
13051,Chatham County,Georgia,289430,119154,0.411685036
13053,Chattahoochee County,Georgia,10907,2120,0.194370588
13055,Chattooga County,Georgia,24789,2426,0.097865989
13057,Cherokee County,Georgia,258773,19914,0.076955478
13059,Clarke County,Georgia,128331,36341,0.283181772
13061,Clay County,Georgia,2834,1711,0.603740296
13063,Clayton County,Georgia,292256,212619,0.727509444
13065,Clinch County,Georgia,6618,1825,0.27576307
13067,Cobb County,Georgia,760141,218974,0.28807024
13069,Coffee County,Georgia,43273,12469,0.288147344
13071,Colquitt County,Georgia,45600,10833,0.237565789
13073,Columbia County,Georgia,156714,29447,0.187902804
13075,Cook County,Georgia,17270,4817,0.278922988
13077,Coweta County,Georgia,148509,27385,0.184399599
13079,Crawford County,Georgia,12404,2583,0.208239278
13081,Crisp County,Georgia,22372,10012,0.44752369
13083,Dade County,Georgia,16116,226,0.014023331
13085,Dawson County,Georgia,26108,296,0.011337521
13087,Decatur County,Georgia,26404,11272,0.426905014
13089,DeKalb County,Georgia,759297,416429,0.548440202
13091,Dodge County,Georgia,20605,6292,0.305362776
13093,Dooly County,Georgia,13390,6719,0.501792382
13095,Dougherty County,Georgia,87956,62425,0.709729865
13097,Douglas County,Georgia,146343,72720,0.496914782
13099,Early County,Georgia,10190,5268,0.516977429
13101,Echols County,Georgia,4006,248,0.061907139
13103,Effingham County,Georgia,64296,9206,0.143181535
13105,Elbert County,Georgia,19194,5566,0.289986454
13107,Emanuel County,Georgia,22646,7865,0.347301952
13109,Evans County,Georgia,10654,3316,0.311244603
13111,Fannin County,Georgia,26188,234,0.00893539
13113,Fayette County,Georgia,114421,28899,0.252567273
13115,Floyd County,Georgia,98498,14727,0.149515726
13117,Forsyth County,Georgia,244252,10661,0.043647544
13119,Franklin County,Georgia,23349,2217,0.094950533
13121,Fulton County,Georgia,1063937,473020,0.444593994
13123,Gilmer County,Georgia,31369,431,0.013739679
13125,Glascock County,Georgia,2971,254,0.0854931
13127,Glynn County,Georgia,85292,22694,0.266074192
13129,Gordon County,Georgia,57963,2551,0.044010834
13131,Grady County,Georgia,24633,7330,0.297568303
13133,Greene County,Georgia,18324,6021,0.328585462
13135,Gwinnett County,Georgia,936250,278745,0.297724967
13137,Habersham County,Georgia,45328,1768,0.039004589
13139,Hall County,Georgia,204441,16578,0.08108941
13141,Hancock County,Georgia,8457,6008,0.710417406
13143,Haralson County,Georgia,29792,1340,0.044978518
13145,Harris County,Georgia,35236,5867,0.166505846
13147,Hart County,Georgia,26205,5003,0.190917764
13149,Heard County,Georgia,11923,1164,0.097626436
13151,Henry County,Georgia,234561,113483,0.483810182
13153,Houston County,Georgia,157863,51923,0.328911778
13155,Irwin County,Georgia,9416,2621,0.27835599
13157,Jackson County,Georgia,72977,5405,0.074064431
13159,Jasper County,Georgia,14219,2768,0.194669105
13161,Jeff Davis County,Georgia,15115,2313,0.153026795
13163,Jefferson County,Georgia,15362,8080,0.525973181
13165,Jenkins County,Georgia,8676,3696,0.426002766
13167,Johnson County,Georgia,9643,3306,0.342839365
13169,Jones County,Georgia,28735,7253,0.252409953
13171,Lamar County,Georgia,19077,5679,0.297688316
13173,Lanier County,Georgia,10423,2298,0.220473952
13175,Laurens County,Georgia,47546,17832,0.375047323
13177,Lee County,Georgia,29992,6969,0.232361963
13179,Liberty County,Georgia,61435,27627,0.449694799
13181,Lincoln County,Georgia,7921,2292,0.289357404
13183,Long County,Georgia,19559,5380,0.275065187
13185,Lowndes County,Georgia,117406,43896,0.373882084
13187,Lumpkin County,Georgia,33610,585,0.017405534
13189,McDuffie County,Georgia,21312,8846,0.415071321
13191,McIntosh County,Georgia,14378,4816,0.334956183
13193,Macon County,Georgia,12947,7863,0.60732216
13195,Madison County,Georgia,29880,2861,0.095749665
13197,Marion County,Georgia,8359,2587,0.309486781
13199,Meriwether County,Georgia,21167,8151,0.38508055
13201,Miller County,Georgia,5718,1617,0.282791186
13205,Mitchell County,Georgia,21863,10498,0.48017198
13207,Monroe County,Georgia,27578,6264,0.227137573
13209,Montgomery County,Georgia,9172,2377,0.259158308
13211,Morgan County,Georgia,19276,4207,0.218250674
13213,Murray County,Georgia,40096,497,0.012395251
13215,Muscogee County,Georgia,195769,93905,0.479672471
13217,Newton County,Georgia,111744,53322,0.477179983
13219,Oconee County,Georgia,40280,2089,0.051861966
13221,Oglethorpe County,Georgia,15259,2634,0.172619438
13223,Paulding County,Georgia,168667,36886,0.218691267
13225,Peach County,Georgia,27546,12239,0.444311334
13227,Pickens County,Georgia,32591,424,0.013009727
13229,Pierce County,Georgia,19465,1719,0.088312356
13231,Pike County,Georgia,18962,1739,0.091709735
13233,Polk County,Georgia,42613,5448,0.127848309
13235,Pulaski County,Georgia,11137,3562,0.319834785
13237,Putnam County,Georgia,22119,5822,0.263212623
13239,Quitman County,Georgia,2299,1116,0.485428447
13241,Rabun County,Georgia,17137,272,0.01587209
13243,Randolph County,Georgia,6778,4168,0.614930658
13245,Richmond County,Georgia,202518,116947,0.577464719
13247,Rockdale County,Georgia,90896,52824,0.581147685
13249,Schley County,Georgia,5257,1065,0.202587027
13251,Screven County,Georgia,13966,5720,0.409566089
13253,Seminole County,Georgia,8090,2681,0.331396786
13255,Spalding County,Georgia,66703,23294,0.349219675
13257,Stephens County,Georgia,25925,2847,0.109816779
13259,Stewart County,Georgia,6621,3209,0.484669989
13261,Sumter County,Georgia,29524,15620,0.529061103
13263,Talbot County,Georgia,6195,3415,0.551251009
13265,Taliaferro County,Georgia,1537,847,0.55107352
13267,Tattnall County,Georgia,25286,7459,0.294985367
13269,Taylor County,Georgia,8020,3019,0.376433915
13271,Telfair County,Georgia,15860,5853,0.369041614
13273,Terrell County,Georgia,8531,5123,0.600515766
13275,Thomas County,Georgia,44451,16103,0.362264066
13277,Tift County,Georgia,40644,12492,0.307351639
13279,Toombs County,Georgia,26830,7056,0.262989191
13281,Towns County,Georgia,12037,140,0.011630805
13283,Treutlen County,Georgia,6901,2199,0.318649471
13285,Troup County,Georgia,69922,25546,0.365349961
13287,Turner County,Georgia,7985,3194,0.4
13289,Twiggs County,Georgia,8120,3303,0.406773399
13291,Union County,Georgia,24511,213,0.008689976
13293,Upson County,Georgia,26320,7488,0.28449848
13295,Walker County,Georgia,69761,3060,0.04386405
13297,Walton County,Georgia,94593,17842,0.188618608
13299,Ware County,Georgia,35734,10788,0.301897353
13301,Warren County,Georgia,5254,3065,0.583365055
13303,Washington County,Georgia,20374,10966,0.538235005
13305,Wayne County,Georgia,29927,6032,0.201557122
13307,Webster County,Georgia,2607,1099,0.421557346
13309,Wheeler County,Georgia,7855,2967,0.377721197
13311,White County,Georgia,30798,625,0.020293526
